order_id,customer_id,region,city,product_id,product_name,category,quantity,unit_price,discount,sales,profit,ship_mode,order_date,delivery_date,rating
ORD05269,CUST0325,West,Surat,P017,Business Strategy,Books,5,399,0,1995,398.53,Express,2024-03-27,2024-03-29,4
ORD05270,CUST1094,West,Nagpur,P008,Denim Jacket,Clothing,1,1799,0.15,1529.15,476.19,Standard,2024-02-23,2024-02-28,5
ORD05271,CUST0072,East,Kolkata,P006,Men's Running Shoes,Clothing,5,1899,0.15,8070.75,1080.09,Standard,2024-06-16,2024-06-21,3
ORD05272,CUST1050,South,Bangalore,P002,Laptop Stand,Electronics,5,899,0,4495,1195.98,Express,2024-03-08,2024-03-10,4
ORD05273,CUST1008,West,Ahmedabad,P008,Denim Jacket,Clothing,3,1799,0.15,4587.45,1641.51,Standard,2023-10-06,2023-10-11,4
ORD05274,CUST0690,West,Mumbai,P007,Women's Kurta Set,Clothing,4,999,0.1,3596.4,1307.9,Express,2024-04-14,2024-04-16,5
ORD05275,CUST0912,West,Mumbai,P019,Yoga Mat,Sports,4,699,0.1,2516.4,776.44,Overnight,2024-06-22,2024-06-23,3
ORD05276,CUST0076,North,Delhi,P001,Wireless Earbuds,Electronics,3,1299,0.05,3702.15,1011.29,Same Day,2023-11-25,2023-11-25,2
ORD05277,CUST1165,South,Coimbatore,P016,Data Science Handbook,Books,4,699,0.05,2656.2,449.37,Standard,2023-08-12,2023-08-17,4
ORD05278,CUST0594,North,Delhi,P015,Python Programming,Books,3,499,0.2,1197.6,206.27,Same Day,2024-01-01,2024-01-01,5
ORD05279,CUST0982,North,Lucknow,P003,USB-C Hub,Electronics,5,699,0,3495,1042.02,Overnight,2023-12-07,2023-12-08,2
ORD05280,CUST0694,North,Delhi,P018,Cricket Bat,Sports,5,1499,0,7495,1407.21,Express,2023-02-17,2023-02-19,5
ORD05281,CUST0465,West,Surat,P009,Yoga Pants,Clothing,1,899,0,899,200.04,Same Day,2023-12-04,2023-12-04,4
ORD05282,CUST0981,North,Jaipur,P017,Business Strategy,Books,2,399,0.1,718.2,250.18,Express,2023-10-29,2023-10-31,1
ORD05283,CUST0731,South,Chennai,P018,Cricket Bat,Sports,5,1499,0,7495,2408.31,Same Day,2023-02-04,2023-02-04,2
ORD05284,CUST0179,North,Delhi,P017,Business Strategy,Books,1,399,0,399,90.78,Express,2023-02-04,2023-02-06,3
ORD05285,CUST0716,West,Nagpur,P015,Python Programming,Books,5,499,0,2495,811.26,Standard,2023-07-14,2023-07-19,3
ORD05286,CUST0977,South,Kochi,P009,Yoga Pants,Clothing,2,899,0,1798,360.35,Express,2024-01-28,2024-01-30,3
ORD05287,CUST0971,North,Delhi,P001,Wireless Earbuds,Electronics,4,1299,0,5196,1061.97,Standard,2024-04-15,2024-04-20,4
ORD05288,CUST0725,West,Mumbai,P020,Fitness Dumbbells,Sports,2,1999,0.1,3598.2,1122.42,Express,2023-09-27,2023-09-29,4
ORD05289,CUST0797,South,Coimbatore,P003,USB-C Hub,Electronics,5,699,0.1,3145.5,590.66,Standard,2023-11-27,2023-12-02,4
ORD05290,CUST0061,East,Kolkata,P008,Denim Jacket,Clothing,5,1799,0.1,8095.5,1105.31,Overnight,2024-02-12,2024-02-13,4
ORD05291,CUST0783,East,Bhubaneswar,P007,Women's Kurta Set,Clothing,2,999,0.2,1598.4,194.82,Standard,2023-03-02,2023-03-07,3
ORD05292,CUST1200,North,Delhi,P017,Business Strategy,Books,4,399,0,1596,452.3,Same Day,2023-06-14,2023-06-14,5
ORD05293,CUST1127,South,Coimbatore,P012,Bookshelf 5-Tier,Furniture,2,4599,0.05,8738.1,2719.89,Overnight,2023-05-10,2023-05-11,5
ORD05294,CUST1192,West,Surat,P003,USB-C Hub,Electronics,1,699,0.15,594.15,116.45,Express,2023-02-17,2023-02-19,4
ORD05295,CUST0479,West,Surat,P015,Python Programming,Books,1,499,0.1,449.1,74.37,Standard,2024-06-04,2024-06-09,1
ORD05296,CUST0348,South,Coimbatore,P013,Study Table,Furniture,4,6999,0.1,25196.4,7392.96,Standard,2023-08-05,2023-08-10,5
ORD05297,CUST0168,South,Kochi,P020,Fitness Dumbbells,Sports,3,1999,0,5997,1324.64,Standard,2023-12-20,2023-12-25,1
ORD05298,CUST0797,South,Coimbatore,P011,Office Desk Chair,Furniture,5,8999,0,44995,9145.5,Standard,2023-05-31,2023-06-05,5
ORD05299,CUST1144,West,Pune,P008,Denim Jacket,Clothing,5,1799,0,8995,2175.96,Express,2023-06-19,2023-06-21,2
ORD05300,CUST0836,West,Mumbai,P019,Yoga Mat,Sports,4,699,0,2796,553.71,Standard,2023-03-02,2023-03-07,5
ORD05301,CUST0338,North,Lucknow,P017,Business Strategy,Books,3,399,0,1197,203.19,Overnight,2023-02-28,2023-03-01,3
ORD05302,CUST0060,West,Surat,P003,USB-C Hub,Electronics,4,699,0.1,2516.4,495.66,Express,2023-01-30,2023-02-01,3
ORD05303,CUST0371,East,Patna,P002,Laptop Stand,Electronics,4,899,0.1,3236.4,1069.63,Express,2023-11-09,2023-11-11,2
ORD05304,CUST0787,North,Lucknow,P008,Denim Jacket,Clothing,3,1799,0.05,5127.15,1362.0,Same Day,2023-03-10,2023-03-10,2
ORD05305,CUST0762,North,Delhi,P008,Denim Jacket,Clothing,2,1799,0,3598,554.6,Standard,2023-07-02,2023-07-07,3
ORD05306,CUST0370,West,Pune,P019,Yoga Mat,Sports,4,699,0,2796,461.39,Standard,2024-04-17,2024-04-22,5
ORD05307,CUST0447,West,Pune,P016,Data Science Handbook,Books,4,699,0,2796,943.97,Express,2023-03-29,2023-03-31,3
ORD05308,CUST0081,South,Kochi,P006,Men's Running Shoes,Clothing,1,1899,0,1899,536.27,Express,2023-09-22,2023-09-24,5
ORD05309,CUST0284,North,Lucknow,P020,Fitness Dumbbells,Sports,5,1999,0.1,8995.5,2020.98,Same Day,2023-06-14,2023-06-14,5
ORD05310,CUST0523,West,Nagpur,P007,Women's Kurta Set,Clothing,1,999,0,999,220.51,Express,2023-01-23,2023-01-25,3
ORD05311,CUST0609,West,Ahmedabad,P015,Python Programming,Books,5,499,0.15,2120.75,281.38,Standard,2023-08-07,2023-08-12,4
ORD05312,CUST1181,North,Amritsar,P003,USB-C Hub,Electronics,2,699,0.15,1188.3,231.16,Express,2023-06-06,2023-06-08,4
ORD05313,CUST0831,West,Ahmedabad,P015,Python Programming,Books,1,499,0.2,399.2,134.46,Standard,2023-06-18,2023-06-23,4
ORD05314,CUST0476,Central,Indore,P007,Women's Kurta Set,Clothing,2,999,0.1,1798.2,262.6,Standard,2023-07-05,2023-07-10,4
ORD05315,CUST0571,South,Hyderabad,P008,Denim Jacket,Clothing,1,1799,0.25,1349.25,352.3,Express,2023-11-05,2023-11-07,1
ORD05316,CUST0389,East,Ranchi,P005,Webcam HD,Electronics,2,1599,0.15,2718.3,756.22,Express,2023-06-09,2023-06-11,2
ORD05317,CUST0787,North,Lucknow,P009,Yoga Pants,Clothing,1,899,0,899,336.64,Express,2024-03-23,2024-03-25,5
ORD05318,CUST0266,South,Hyderabad,P007,Women's Kurta Set,Clothing,5,999,0,4995,708.25,Overnight,2023-08-04,2023-08-05,4
ORD05319,CUST1120,North,Chandigarh,P008,Denim Jacket,Clothing,3,1799,0.1,4857.3,668.76,Standard,2023-10-28,2023-11-02,5
ORD05320,CUST1076,South,Kochi,P015,Python Programming,Books,5,499,0.05,2370.25,294.39,Overnight,2023-06-10,2023-06-11,5
ORD05321,CUST0008,South,Bangalore,P006,Men's Running Shoes,Clothing,5,1899,0.2,7596.0,1190.98,Standard,2024-04-28,2024-05-03,3
ORD05322,CUST0116,North,Jaipur,P009,Yoga Pants,Clothing,1,899,0.2,719.2,204.68,Same Day,2023-07-12,2023-07-12,3
ORD05323,CUST0481,North,Chandigarh,P001,Wireless Earbuds,Electronics,1,1299,0,1299,181.02,Standard,2024-05-04,2024-05-09,4
ORD05324,CUST0917,South,Kochi,P002,Laptop Stand,Electronics,1,899,0,899,243.04,Express,2024-03-19,2024-03-21,3
ORD05325,CUST0554,South,Hyderabad,P008,Denim Jacket,Clothing,4,1799,0.05,6836.2,1997.01,Standard,2023-05-07,2023-05-12,4
ORD05326,CUST0060,West,Surat,P010,Cotton Hoodie,Clothing,5,1299,0,6495,1709.76,Express,2024-02-16,2024-02-18,5
ORD05327,CUST1046,South,Kochi,P020,Fitness Dumbbells,Sports,1,1999,0.15,1699.15,491.92,Standard,2023-05-10,2023-05-15,5
ORD05328,CUST1158,West,Pune,P016,Data Science Handbook,Books,1,699,0.1,629.1,141.94,Express,2023-05-12,2023-05-14,3
ORD05329,CUST1104,West,Pune,P009,Yoga Pants,Clothing,2,899,0.1,1618.2,356.09,Standard,2023-10-19,2023-10-24,3
ORD05330,CUST1176,North,Delhi,P001,Wireless Earbuds,Electronics,2,1299,0,2598,548.68,Standard,2024-05-09,2024-05-14,5
ORD05331,CUST1195,South,Coimbatore,P003,USB-C Hub,Electronics,3,699,0.15,1782.45,215.25,Overnight,2023-09-02,2023-09-03,4
ORD05332,CUST0077,West,Surat,P005,Webcam HD,Electronics,2,1599,0.2,2558.4,599.08,Overnight,2024-01-26,2024-01-27,3
ORD05333,CUST1186,South,Hyderabad,P016,Data Science Handbook,Books,3,699,0,2097,487.7,Same Day,2024-03-29,2024-03-29,4
ORD05334,CUST0262,West,Ahmedabad,P007,Women's Kurta Set,Clothing,2,999,0.05,1898.1,707.71,Same Day,2023-08-17,2023-08-17,4
ORD05335,CUST0599,Central,Indore,P002,Laptop Stand,Electronics,3,899,0,2697,745.96,Express,2023-10-12,2023-10-14,2
ORD05336,CUST0501,West,Ahmedabad,P007,Women's Kurta Set,Clothing,2,999,0.05,1898.1,374.81,Standard,2023-11-14,2023-11-19,4
ORD05337,CUST0059,West,Nagpur,P014,Bedside Table,Furniture,5,3299,0.1,14845.5,4329.51,Standard,2024-03-17,2024-03-22,5
ORD05338,CUST0231,East,Bhubaneswar,P002,Laptop Stand,Electronics,4,899,0,3596,1162.14,Express,2023-04-09,2023-04-11,5
ORD05339,CUST1134,West,Nagpur,P003,USB-C Hub,Electronics,4,699,0.05,2656.2,850.33,Overnight,2024-05-07,2024-05-08,4
ORD05340,CUST0686,Central,Bhopal,P012,Bookshelf 5-Tier,Furniture,2,4599,0.1,8278.2,3033.26,Overnight,2024-06-18,2024-06-19,5
ORD05341,CUST0788,Central,Gwalior,P009,Yoga Pants,Clothing,3,899,0.05,2562.15,753.3,Same Day,2023-11-25,2023-11-25,4
ORD05342,CUST1031,East,Ranchi,P003,USB-C Hub,Electronics,4,699,0.15,2376.6,607.27,Standard,2023-10-15,2023-10-20,3
ORD05343,CUST1086,Central,Bhopal,P006,Men's Running Shoes,Clothing,1,1899,0.2,1519.2,474.79,Standard,2024-01-07,2024-01-12,3
ORD05344,CUST1095,South,Kochi,P010,Cotton Hoodie,Clothing,4,1299,0.2,4156.8,1173.25,Express,2023-11-16,2023-11-18,4
ORD05345,CUST0223,East,Bhubaneswar,P008,Denim Jacket,Clothing,4,1799,0.2,5756.8,790.1,Express,2023-12-28,2023-12-30,3
ORD05346,CUST0507,West,Surat,P003,USB-C Hub,Electronics,5,699,0.05,3320.25,582.88,Express,2024-04-25,2024-04-27,4
ORD05347,CUST0681,East,Patna,P018,Cricket Bat,Sports,5,1499,0.1,6745.5,1903.14,Standard,2023-10-29,2023-11-03,5
ORD05348,CUST0739,West,Surat,P019,Yoga Mat,Sports,3,699,0.05,1992.15,622.59,Standard,2023-09-23,2023-09-28,5
ORD05349,CUST0904,East,Patna,P019,Yoga Mat,Sports,4,699,0.2,2236.8,817.81,Standard,2023-01-16,2023-01-21,3
ORD05350,CUST0721,Central,Raipur,P015,Python Programming,Books,4,499,0.15,1696.6,347.78,Same Day,2023-05-28,2023-05-28,5
ORD05351,CUST0698,North,Chandigarh,P007,Women's Kurta Set,Clothing,3,999,0.05,2847.15,798.57,Standard,2024-02-29,2024-03-05,5
ORD05352,CUST0269,East,Ranchi,P007,Women's Kurta Set,Clothing,3,999,0.2,2397.6,655.33,Overnight,2023-06-16,2023-06-17,4
ORD05353,CUST0924,East,Patna,P016,Data Science Handbook,Books,3,699,0.2,1677.6,345.01,Same Day,2023-11-13,2023-11-13,4
ORD05354,CUST1064,East,Guwahati,P006,Men's Running Shoes,Clothing,4,1899,0.05,7216.2,2133.69,Express,2023-04-12,2023-04-14,3
ORD05355,CUST0945,South,Coimbatore,P009,Yoga Pants,Clothing,4,899,0.05,3416.2,1047.16,Express,2024-04-09,2024-04-11,4
ORD05356,CUST0552,North,Amritsar,P018,Cricket Bat,Sports,1,1499,0.1,1349.1,205.02,Standard,2024-03-03,2024-03-08,4
ORD05357,CUST0941,North,Chandigarh,P018,Cricket Bat,Sports,4,1499,0,5996,1736.61,Same Day,2023-12-20,2023-12-20,4
ORD05358,CUST0519,East,Guwahati,P006,Men's Running Shoes,Clothing,4,1899,0,7596,2023.52,Overnight,2023-09-30,2023-10-01,4
ORD05359,CUST0894,North,Delhi,P008,Denim Jacket,Clothing,2,1799,0.15,3058.3,1111.04,Standard,2024-02-22,2024-02-27,1
ORD05360,CUST0126,East,Kolkata,P006,Men's Running Shoes,Clothing,5,1899,0,9495,1451.42,Standard,2023-06-08,2023-06-13,1
ORD05361,CUST0268,Central,Gwalior,P001,Wireless Earbuds,Electronics,5,1299,0.2,5196.0,1077.6,Standard,2023-04-02,2023-04-07,4
ORD05362,CUST0682,West,Ahmedabad,P010,Cotton Hoodie,Clothing,3,1299,0.15,3312.45,1142.93,Overnight,2024-01-24,2024-01-25,5
ORD05363,CUST0008,South,Bangalore,P007,Women's Kurta Set,Clothing,3,999,0.15,2547.45,773.14,Express,2023-06-04,2023-06-06,4
ORD05364,CUST0714,East,Guwahati,P003,USB-C Hub,Electronics,2,699,0.2,1118.4,145.66,Standard,2023-06-22,2023-06-27,3
ORD05365,CUST0634,North,Amritsar,P018,Cricket Bat,Sports,1,1499,0.25,1124.25,322.03,Standard,2023-09-06,2023-09-11,2
ORD05366,CUST0492,North,Amritsar,P001,Wireless Earbuds,Electronics,1,1299,0,1299,303.77,Standard,2024-03-18,2024-03-23,5
ORD05367,CUST0900,North,Amritsar,P006,Men's Running Shoes,Clothing,1,1899,0,1899,615.74,Express,2024-01-29,2024-01-31,4
ORD05368,CUST1175,East,Ranchi,P011,Office Desk Chair,Furniture,4,8999,0.2,28796.8,10116.69,Standard,2023-10-19,2023-10-24,5
ORD05369,CUST0320,North,Delhi,P015,Python Programming,Books,1,499,0.2,399.2,80.22,Express,2023-05-04,2023-05-06,4
ORD05370,CUST0056,North,Delhi,P006,Men's Running Shoes,Clothing,1,1899,0,1899,228.88,Standard,2023-05-17,2023-05-22,2
ORD05371,CUST0257,West,Pune,P017,Business Strategy,Books,1,399,0.15,339.15,45.67,Standard,2023-10-21,2023-10-26,1
ORD05372,CUST0339,West,Mumbai,P005,Webcam HD,Electronics,3,1599,0.15,4077.45,1341.75,Standard,2023-07-10,2023-07-15,4
ORD05373,CUST0300,North,Jaipur,P015,Python Programming,Books,1,499,0,499,169.37,Same Day,2023-09-17,2023-09-17,5
ORD05374,CUST0237,North,Chandigarh,P018,Cricket Bat,Sports,1,1499,0,1499,443.2,Standard,2023-09-06,2023-09-11,3
ORD05375,CUST1115,West,Pune,P003,USB-C Hub,Electronics,5,699,0,3495,749.65,Standard,2024-03-07,2024-03-12,3
ORD05376,CUST0225,North,Jaipur,P010,Cotton Hoodie,Clothing,5,1299,0.15,5520.75,1987.12,Standard,2024-02-19,2024-02-24,3
ORD05377,CUST0896,West,Pune,P018,Cricket Bat,Sports,3,1499,0.15,3822.45,565.18,Overnight,2024-06-01,2024-06-02,4
ORD05378,CUST0430,South,Chennai,P003,USB-C Hub,Electronics,4,699,0,2796,711.06,Express,2024-01-16,2024-01-18,5
ORD05379,CUST0926,East,Kolkata,P003,USB-C Hub,Electronics,1,699,0.1,629.1,84.77,Standard,2023-10-29,2023-11-03,5
ORD05380,CUST0337,West,Pune,P010,Cotton Hoodie,Clothing,3,1299,0.1,3507.3,541.54,Standard,2023-01-12,2023-01-17,4
ORD05381,CUST1052,West,Surat,P015,Python Programming,Books,2,499,0.15,848.3,318.75,Standard,2023-02-08,2023-02-13,2
ORD05382,CUST0166,South,Hyderabad,P003,USB-C Hub,Electronics,1,699,0.2,559.2,210.98,Standard,2023-10-04,2023-10-09,5
ORD05383,CUST0601,East,Guwahati,P010,Cotton Hoodie,Clothing,2,1299,0.1,2338.2,290.39,Standard,2024-03-23,2024-03-28,4
ORD05384,CUST0628,North,Jaipur,P016,Data Science Handbook,Books,1,699,0.05,664.05,240.13,Same Day,2023-01-21,2023-01-21,2
ORD05385,CUST0238,South,Kochi,P015,Python Programming,Books,2,499,0.1,898.2,143.78,Standard,2023-07-20,2023-07-25,5
ORD05386,CUST0305,Central,Jabalpur,P004,Mechanical Keyboard,Electronics,2,2499,0,4998,1531.04,Express,2023-09-08,2023-09-10,4
ORD05387,CUST0900,North,Amritsar,P003,USB-C Hub,Electronics,2,699,0.1,1258.2,375.33,Standard,2024-05-20,2024-05-25,4
ORD05388,CUST0447,West,Pune,P009,Yoga Pants,Clothing,4,899,0.05,3416.2,627.67,Standard,2023-04-13,2023-04-18,5
ORD05389,CUST0187,East,Patna,P001,Wireless Earbuds,Electronics,4,1299,0.2,4156.8,1399.92,Express,2023-08-19,2023-08-21,4
ORD05390,CUST1152,North,Lucknow,P004,Mechanical Keyboard,Electronics,1,2499,0.1,2249.1,442.07,Standard,2023-03-26,2023-03-31,4
ORD05391,CUST0757,North,Delhi,P015,Python Programming,Books,3,499,0.15,1272.45,397.71,Same Day,2023-03-04,2023-03-04,3
ORD05392,CUST0550,Central,Jabalpur,P009,Yoga Pants,Clothing,4,899,0.2,2876.8,700.0,Express,2024-04-10,2024-04-12,3
ORD05393,CUST0850,West,Surat,P008,Denim Jacket,Clothing,1,1799,0.25,1349.25,312.64,Standard,2023-12-12,2023-12-17,2
ORD05394,CUST0704,South,Bangalore,P016,Data Science Handbook,Books,5,699,0.1,3145.5,511.88,Overnight,2024-04-14,2024-04-15,5
ORD05395,CUST0163,South,Hyderabad,P016,Data Science Handbook,Books,5,699,0.1,3145.5,1104.28,Standard,2023-05-11,2023-05-16,5
ORD05396,CUST0888,West,Surat,P002,Laptop Stand,Electronics,2,899,0.2,1438.4,294.36,Overnight,2023-10-08,2023-10-09,4
ORD05397,CUST0071,East,Kolkata,P001,Wireless Earbuds,Electronics,3,1299,0.1,3507.3,432.18,Overnight,2024-03-10,2024-03-11,3
ORD05398,CUST0450,East,Guwahati,P016,Data Science Handbook,Books,2,699,0.05,1328.1,291.34,Standard,2023-02-17,2023-02-22,5
ORD05399,CUST0218,North,Amritsar,P001,Wireless Earbuds,Electronics,4,1299,0,5196,1338.93,Standard,2023-05-04,2023-05-09,3
ORD05400,CUST0050,South,Hyderabad,P008,Denim Jacket,Clothing,3,1799,0,5397,1079.64,Express,2023-10-27,2023-10-29,3
ORD05401,CUST0567,South,Hyderabad,P008,Denim Jacket,Clothing,5,1799,0.15,7645.75,2833.11,Standard,2024-04-29,2024-05-04,4
ORD05402,CUST0863,North,Lucknow,P001,Wireless Earbuds,Electronics,4,1299,0.1,4676.4,1521.73,Overnight,2023-08-18,2023-08-19,4
ORD05403,CUST1084,North,Lucknow,P019,Yoga Mat,Sports,1,699,0.05,664.05,181.52,Standard,2023-05-05,2023-05-10,4
ORD05404,CUST0768,North,Delhi,P009,Yoga Pants,Clothing,3,899,0,2697,951.24,Express,2024-02-23,2024-02-25,5
ORD05405,CUST0821,South,Hyderabad,P016,Data Science Handbook,Books,1,699,0.15,594.15,199.76,Standard,2024-03-19,2024-03-24,4
ORD05406,CUST0454,North,Chandigarh,P017,Business Strategy,Books,1,399,0.05,379.05,126.89,Same Day,2023-06-02,2023-06-02,4
ORD05407,CUST0351,North,Chandigarh,P010,Cotton Hoodie,Clothing,4,1299,0.2,4156.8,1004.57,Express,2023-06-26,2023-06-28,5
ORD05408,CUST1009,West,Surat,P016,Data Science Handbook,Books,1,699,0.05,664.05,184.03,Same Day,2023-07-03,2023-07-03,4
ORD05409,CUST0766,West,Ahmedabad,P006,Men's Running Shoes,Clothing,4,1899,0,7596,1652.18,Standard,2024-02-13,2024-02-18,4
ORD05410,CUST0661,South,Chennai,P016,Data Science Handbook,Books,3,699,0.05,1992.15,501.86,Standard,2023-11-27,2023-12-02,3
ORD05411,CUST0023,West,Pune,P010,Cotton Hoodie,Clothing,5,1299,0.1,5845.5,824.08,Overnight,2023-11-06,2023-11-07,4
ORD05412,CUST1146,South,Hyderabad,P019,Yoga Mat,Sports,3,699,0.2,1677.6,345.51,Standard,2023-06-03,2023-06-08,4
ORD05413,CUST1108,South,Bangalore,P006,Men's Running Shoes,Clothing,2,1899,0.1,3418.2,477.56,Standard,2023-07-24,2023-07-29,3
ORD05414,CUST0408,North,Chandigarh,P017,Business Strategy,Books,3,399,0.15,1017.45,147.02,Express,2023-07-27,2023-07-29,5
ORD05415,CUST0629,Central,Gwalior,P004,Mechanical Keyboard,Electronics,2,2499,0.15,4248.3,1490.29,Overnight,2023-07-25,2023-07-26,5
ORD05416,CUST0157,North,Delhi,P001,Wireless Earbuds,Electronics,4,1299,0.05,4936.2,1158.11,Standard,2023-12-20,2023-12-25,4
ORD05417,CUST1114,North,Jaipur,P015,Python Programming,Books,1,499,0,499,115.89,Same Day,2023-09-19,2023-09-19,2
ORD05418,CUST0551,West,Nagpur,P005,Webcam HD,Electronics,1,1599,0,1599,355.23,Standard,2023-05-03,2023-05-08,5
ORD05419,CUST0670,North,Amritsar,P004,Mechanical Keyboard,Electronics,1,2499,0.05,2374.05,528.47,Express,2024-04-01,2024-04-03,5
ORD05420,CUST0757,North,Delhi,P005,Webcam HD,Electronics,4,1599,0.2,5116.8,1485.85,Standard,2024-03-18,2024-03-23,4
ORD05421,CUST0066,South,Kochi,P005,Webcam HD,Electronics,5,1599,0,7995,2346.71,Standard,2023-12-22,2023-12-27,4
ORD05422,CUST0808,South,Kochi,P005,Webcam HD,Electronics,3,1599,0,4797,631.71,Overnight,2023-02-14,2023-02-15,4
ORD05423,CUST1086,Central,Bhopal,P015,Python Programming,Books,1,499,0.05,474.05,111.7,Standard,2024-01-16,2024-01-21,4
ORD05424,CUST0403,East,Patna,P002,Laptop Stand,Electronics,5,899,0.15,3820.75,715.83,Standard,2024-05-13,2024-05-18,5
ORD05425,CUST0259,South,Bangalore,P003,USB-C Hub,Electronics,5,699,0.1,3145.5,976.7,Same Day,2024-04-22,2024-04-22,1
ORD05426,CUST0876,North,Delhi,P002,Laptop Stand,Electronics,3,899,0.15,2292.45,362.05,Express,2024-02-04,2024-02-06,2
ORD05427,CUST0888,West,Surat,P017,Business Strategy,Books,3,399,0.25,897.75,272.97,Express,2023-03-22,2023-03-24,4
ORD05428,CUST1140,East,Bhubaneswar,P017,Business Strategy,Books,5,399,0,1995,665.36,Standard,2023-04-06,2023-04-11,4
ORD05429,CUST0572,North,Lucknow,P004,Mechanical Keyboard,Electronics,3,2499,0,7497,2759.08,Standard,2023-04-24,2023-04-29,4
ORD05430,CUST0654,South,Hyderabad,P002,Laptop Stand,Electronics,3,899,0.2,2157.6,328.57,Overnight,2023-02-02,2023-02-03,5
ORD05431,CUST0215,East,Ranchi,P017,Business Strategy,Books,3,399,0,1197,208.84,Standard,2023-03-10,2023-03-15,3
ORD05432,CUST0464,South,Coimbatore,P007,Women's Kurta Set,Clothing,4,999,0.1,3596.4,683.41,Standard,2024-01-18,2024-01-23,5
ORD05433,CUST0702,North,Lucknow,P007,Women's Kurta Set,Clothing,1,999,0.05,949.05,194.96,Express,2023-06-13,2023-06-15,3
ORD05434,CUST1028,West,Ahmedabad,P018,Cricket Bat,Sports,1,1499,0.05,1424.05,407.92,Express,2023-11-23,2023-11-25,4
ORD05435,CUST0892,North,Amritsar,P003,USB-C Hub,Electronics,1,699,0.15,594.15,122.36,Standard,2023-04-02,2023-04-07,4
ORD05436,CUST1009,West,Surat,P017,Business Strategy,Books,2,399,0.15,678.3,199.27,Standard,2023-02-07,2023-02-12,5
ORD05437,CUST0585,South,Kochi,P012,Bookshelf 5-Tier,Furniture,3,4599,0.2,11037.6,1657.08,Standard,2023-03-07,2023-03-12,5
ORD05438,CUST0457,Central,Jabalpur,P016,Data Science Handbook,Books,4,699,0.1,2516.4,384.26,Express,2024-01-13,2024-01-15,4
ORD05439,CUST0304,North,Chandigarh,P008,Denim Jacket,Clothing,1,1799,0.1,1619.1,305.62,Standard,2024-02-18,2024-02-23,3
ORD05440,CUST0260,West,Pune,P010,Cotton Hoodie,Clothing,1,1299,0.05,1234.05,388.83,Standard,2023-05-12,2023-05-17,5
ORD05441,CUST0298,North,Lucknow,P005,Webcam HD,Electronics,2,1599,0,3198,811.87,Express,2023-01-21,2023-01-23,5
ORD05442,CUST0789,North,Delhi,P019,Yoga Mat,Sports,3,699,0,2097,614.56,Overnight,2024-01-21,2024-01-22,4
ORD05443,CUST0107,South,Chennai,P007,Women's Kurta Set,Clothing,2,999,0.05,1898.1,443.72,Overnight,2024-06-24,2024-06-25,1
ORD05444,CUST0414,West,Mumbai,P016,Data Science Handbook,Books,4,699,0,2796,598.51,Standard,2023-03-20,2023-03-25,4
ORD05445,CUST0857,South,Chennai,P016,Data Science Handbook,Books,4,699,0.05,2656.2,775.81,Overnight,2024-04-22,2024-04-23,5
ORD05446,CUST0081,South,Kochi,P015,Python Programming,Books,3,499,0.15,1272.45,178.64,Standard,2023-05-11,2023-05-16,5
ORD05447,CUST0568,West,Surat,P006,Men's Running Shoes,Clothing,2,1899,0.15,3228.3,734.21,Standard,2023-04-12,2023-04-17,4
ORD05448,CUST0570,North,Amritsar,P003,USB-C Hub,Electronics,2,699,0.05,1328.1,276.05,Same Day,2024-03-04,2024-03-04,2
ORD05449,CUST0530,North,Delhi,P017,Business Strategy,Books,4,399,0.05,1516.2,230.77,Standard,2023-08-16,2023-08-21,3
ORD05450,CUST0911,East,Kolkata,P010,Cotton Hoodie,Clothing,1,1299,0,1299,361.5,Overnight,2023-11-23,2023-11-24,4
ORD05451,CUST0851,West,Ahmedabad,P006,Men's Running Shoes,Clothing,1,1899,0.1,1709.1,231.9,Express,2024-03-27,2024-03-29,5
ORD05452,CUST0854,North,Jaipur,P001,Wireless Earbuds,Electronics,2,1299,0,2598,840.17,Standard,2023-10-29,2023-11-03,5
ORD05453,CUST0401,West,Pune,P014,Bedside Table,Furniture,5,3299,0.1,14845.5,4116.45,Express,2023-05-23,2023-05-25,1
ORD05454,CUST0405,East,Kolkata,P019,Yoga Mat,Sports,4,699,0,2796,882.68,Express,2023-11-27,2023-11-29,4
ORD05455,CUST0417,North,Delhi,P015,Python Programming,Books,3,499,0.25,1122.75,343.78,Standard,2023-04-15,2023-04-20,4
ORD05456,CUST0969,West,Mumbai,P001,Wireless Earbuds,Electronics,2,1299,0.1,2338.2,751.32,Standard,2023-01-10,2023-01-15,5
ORD05457,CUST0250,South,Kochi,P016,Data Science Handbook,Books,5,699,0.1,3145.5,1035.69,Standard,2023-08-21,2023-08-26,5
ORD05458,CUST0036,Central,Jabalpur,P001,Wireless Earbuds,Electronics,5,1299,0.1,5845.5,1640.42,Standard,2023-10-14,2023-10-19,4
ORD05459,CUST0876,North,Delhi,P003,USB-C Hub,Electronics,5,699,0.15,2970.75,556.71,Standard,2023-10-13,2023-10-18,3
ORD05460,CUST0268,Central,Gwalior,P008,Denim Jacket,Clothing,3,1799,0.05,5127.15,1495.49,Overnight,2024-05-07,2024-05-08,3
ORD05461,CUST0168,South,Kochi,P015,Python Programming,Books,4,499,0,1996,583.23,Overnight,2024-01-23,2024-01-24,4
