customer_id,frequency,monetary,avg_rating,last_order,first_order,segment,R_score,F_score,M_score,RFM_score
CUST0746,4,8391.0,2.75,2024-02-19,2023-03-18,Low Value,1,1,1,3
CUST1196,7,22475.25,3.71,2023-12-13,2023-04-07,Medium Value,3,3,3,9
CUST0607,8,12825.3,3.63,2024-06-19,2023-01-17,Medium Value,1,4,1,6
CUST0750,5,7217.05,4.0,2024-04-11,2023-03-18,Low Value,1,1,1,3
CUST0322,7,31697.15,3.86,2024-06-21,2023-04-14,Medium Value,4,3,4,11
CUST0100,11,33047.25,3.82,2024-06-21,2023-02-16,Medium Value,4,5,4,13
CUST0229,4,12887.0,3.5,2024-02-03,2023-02-12,Low Value,1,1,1,3
CUST0856,6,46301.7,3.33,2024-06-01,2023-05-09,Medium Value,5,2,5,12
CUST0608,4,10772.4,3.5,2024-05-02,2023-02-04,Low Value,1,1,1,3
CUST0618,10,70081.15,3.9,2024-05-16,2023-02-17,Medium Value,5,5,5,15
CUST0847,5,33103.75,4.6,2024-05-22,2023-04-16,Low Value,4,1,4,9
CUST0301,6,22696.55,4.67,2024-02-18,2023-03-09,Medium Value,3,2,3,8
CUST1091,10,26846.25,3.7,2024-06-10,2023-04-04,Medium Value,4,5,4,13
CUST0011,7,37088.2,4.29,2024-06-09,2023-02-22,Medium Value,4,3,4,11
CUST1021,6,53428.7,3.67,2024-06-20,2023-01-06,Medium Value,5,2,5,12
CUST1182,4,11705.15,3.0,2024-04-26,2023-08-10,Low Value,1,1,1,3
CUST0711,8,37680.55,4.38,2024-04-06,2023-01-12,Medium Value,5,4,5,14
CUST1001,8,23314.85,4.38,2024-04-08,2023-01-16,Medium Value,3,4,3,10
CUST1124,9,22749.85,3.56,2024-01-21,2023-02-24,Medium Value,3,4,3,10
CUST0932,8,17189.65,3.63,2024-06-12,2023-01-30,Medium Value,2,4,2,8
CUST0962,6,21539.5,3.83,2024-06-09,2023-04-14,Medium Value,3,2,3,8
CUST0003,7,22315.25,4.29,2024-05-30,2023-04-06,Medium Value,3,3,3,9
CUST0836,4,11827.2,4.0,2024-03-31,2023-03-02,Low Value,1,1,1,3
CUST1178,4,18212.85,4.75,2024-01-10,2023-11-20,Low Value,2,1,2,5
CUST1189,4,10918.35,4.5,2024-03-27,2023-03-10,Low Value,1,1,1,3
CUST0193,6,17325.55,3.83,2024-05-17,2023-01-18,Medium Value,2,2,2,6
CUST0190,8,23438.85,3.75,2024-05-10,2023-09-14,Medium Value,3,4,3,10
CUST0028,7,22688.6,3.86,2024-06-09,2023-01-07,Medium Value,3,3,3,9
CUST0577,9,48993.65,4.0,2024-06-02,2023-03-03,Medium Value,5,4,5,14
CUST0556,9,31161.6,4.0,2024-04-06,2023-02-04,Medium Value,4,4,4,12
CUST1151,6,22994.9,3.67,2024-05-08,2023-03-21,Medium Value,3,2,3,8
CUST0733,9,34874.95,3.56,2024-05-13,2023-03-09,Medium Value,4,4,4,12
CUST0770,9,25933.7,4.33,2024-06-19,2023-01-06,Medium Value,3,4,3,10
CUST0048,7,15724.5,3.71,2024-06-16,2023-01-31,Medium Value,2,3,2,7
CUST0451,3,8329.8,4.33,2023-11-13,2023-04-04,Low Value,1,1,1,3
CUST0465,8,28598.5,3.5,2024-05-18,2023-01-20,Medium Value,4,4,4,12
CUST1142,7,22466.5,4.29,2024-06-03,2023-01-12,Medium Value,3,3,3,9
CUST1114,11,26194.6,3.82,2024-05-21,2023-03-15,Medium Value,3,5,3,11
CUST0081,10,39215.45,4.5,2024-01-24,2023-01-28,Medium Value,5,5,5,15
CUST0680,8,37562.3,3.25,2024-06-04,2023-01-19,Medium Value,5,4,5,14
CUST0995,10,34957.25,4.4,2024-05-07,2023-01-06,Medium Value,4,5,4,13
CUST0532,7,21040.1,4.0,2024-01-29,2023-02-13,Medium Value,3,3,3,9
CUST0978,8,22239.8,3.25,2024-06-20,2023-05-18,Medium Value,3,4,3,10
CUST0337,5,12169.55,3.2,2024-01-08,2023-01-12,Low Value,1,1,1,3
CUST0994,7,24348.35,4.29,2024-02-29,2023-02-01,Medium Value,3,3,3,9
CUST0276,6,26304.2,2.83,2024-05-22,2023-06-11,Medium Value,4,2,4,10
CUST1090,6,10260.7,3.67,2024-06-23,2023-02-22,Medium Value,1,2,1,4
CUST0658,6,59136.3,3.33,2024-06-13,2023-03-06,Medium Value,5,2,5,12
CUST0998,6,18065.95,4.17,2024-03-19,2023-02-18,Medium Value,2,2,2,6
CUST0521,7,10910.25,2.71,2024-05-31,2023-07-27,Medium Value,1,3,1,5
CUST0037,5,13426.1,3.8,2024-06-23,2023-03-20,Low Value,1,1,1,3
CUST1157,8,28106.2,3.88,2024-06-16,2023-02-21,Medium Value,4,4,4,12
CUST0547,6,6985.0,3.67,2024-03-01,2023-03-19,Medium Value,1,2,1,4
CUST0124,9,19092.95,4.11,2024-05-24,2023-04-21,Medium Value,2,4,2,8
CUST0912,11,41690.55,3.82,2024-06-22,2023-01-28,Medium Value,5,5,5,15
CUST0805,9,42360.5,4.67,2024-04-18,2023-02-05,Medium Value,5,4,5,14
CUST0518,8,24190.5,3.13,2024-02-04,2023-01-31,Medium Value,3,4,3,10
CUST0617,9,21782.2,3.56,2024-06-24,2023-01-08,Medium Value,3,4,3,10
CUST0950,9,32766.0,3.33,2024-06-18,2023-03-25,Medium Value,4,4,4,12
CUST0757,11,36431.5,3.64,2024-04-30,2023-01-17,Medium Value,4,5,4,13
CUST0013,6,18640.15,2.33,2024-05-01,2023-06-12,Medium Value,2,2,2,6
CUST0079,9,19186.75,3.89,2024-06-01,2023-01-21,Medium Value,2,4,2,8
CUST0166,8,25852.7,4.0,2024-06-22,2023-01-15,Medium Value,3,4,3,10
CUST0986,12,34600.75,3.58,2024-05-02,2023-02-14,Medium Value,4,5,4,13
CUST0560,7,21408.45,3.0,2024-01-27,2023-04-29,Medium Value,3,3,3,9
CUST0576,10,27176.15,4.0,2024-06-24,2023-02-15,Medium Value,4,5,4,13
CUST0306,6,28568.9,3.0,2024-02-19,2023-02-21,Medium Value,4,2,4,10
CUST0648,7,13129.5,4.43,2024-05-22,2023-01-20,Medium Value,1,3,1,5
CUST0571,8,15785.1,3.75,2024-02-21,2023-08-18,Medium Value,2,4,2,8
CUST1092,10,25813.15,4.3,2024-06-16,2023-03-08,Medium Value,3,5,3,11
CUST1121,7,14450.15,4.71,2024-06-13,2023-05-27,Medium Value,2,3,2,7
CUST0824,8,45149.9,3.63,2024-05-13,2023-01-31,Medium Value,5,4,5,14
CUST0695,6,11309.2,4.0,2023-11-01,2023-03-31,Medium Value,1,2,1,4
CUST0319,7,26385.8,4.14,2024-05-15,2023-03-17,Medium Value,4,3,4,11
CUST1034,5,15107.2,4.4,2024-05-08,2023-03-08,Low Value,2,2,2,6
CUST0036,6,28514.95,3.83,2024-04-27,2023-07-24,Medium Value,4,2,4,10
CUST0504,8,45776.6,3.38,2024-06-02,2023-05-01,Medium Value,5,4,5,14
CUST0475,4,14819.1,3.5,2023-12-22,2023-02-10,Low Value,2,1,2,5
CUST0393,7,45192.4,3.29,2024-06-06,2023-01-12,Medium Value,5,3,5,13
CUST0146,6,24643.8,4.0,2024-03-29,2023-02-15,Medium Value,3,2,3,8
CUST0625,5,11309.85,4.4,2024-06-08,2023-04-28,Low Value,1,2,1,4
CUST0822,8,39592.0,3.38,2023-12-23,2023-01-20,Medium Value,5,4,5,14
CUST0035,6,20376.15,4.83,2024-05-18,2023-08-19,Medium Value,3,2,3,8
CUST1134,8,14514.75,4.13,2024-06-16,2023-02-15,Medium Value,2,4,2,8
CUST0132,4,14975.1,3.75,2024-06-22,2023-03-22,Low Value,2,1,2,5
CUST0915,7,21299.75,4.0,2024-06-21,2023-03-08,Medium Value,3,3,3,9
CUST0387,6,13754.9,4.33,2024-06-22,2023-02-15,Medium Value,1,2,1,4
CUST0232,6,35291.95,3.17,2024-01-22,2023-01-27,Medium Value,4,2,4,10
CUST1101,9,38468.05,4.22,2024-03-01,2023-02-01,Medium Value,5,4,5,14
CUST0189,6,15073.0,5.0,2024-04-21,2023-04-22,Medium Value,2,2,2,6
CUST0974,5,20961.1,3.2,2024-02-14,2023-01-21,Low Value,3,2,3,8
CUST0312,5,14898.65,4.6,2024-03-24,2023-01-28,Low Value,2,2,2,6
CUST0228,6,19179.3,4.17,2024-04-08,2023-02-26,Medium Value,2,2,2,6
CUST0762,8,38090.6,3.5,2024-06-20,2023-01-06,Medium Value,5,4,5,14
CUST0905,3,5836.65,4.67,2023-06-25,2023-03-26,Low Value,1,1,1,3
CUST0267,7,38850.45,2.86,2024-03-28,2023-03-07,Medium Value,5,3,5,13
CUST0466,7,18711.45,3.71,2024-06-10,2023-02-13,Medium Value,2,3,2,7
CUST0157,6,20004.35,3.67,2023-12-20,2023-03-12,Medium Value,3,2,3,8
CUST0383,10,32151.75,4.0,2024-05-28,2023-01-14,Medium Value,4,5,4,13
CUST0799,5,18245.1,3.6,2024-03-19,2023-01-25,Low Value,2,2,2,6
CUST0834,8,52107.65,4.0,2024-06-24,2023-04-28,Medium Value,5,4,5,14
CUST0165,6,11796.15,3.67,2024-06-11,2023-07-28,Medium Value,1,2,1,4
CUST0164,6,16459.8,4.17,2024-06-21,2023-01-16,Medium Value,2,2,2,6
CUST0921,11,51314.75,3.18,2024-05-20,2023-04-25,Medium Value,5,5,5,15
CUST0262,9,31039.9,3.89,2024-05-11,2023-03-12,Medium Value,4,4,4,12
CUST0427,3,8117.25,4.0,2024-04-07,2023-01-18,Low Value,1,1,1,3
CUST0418,7,23965.15,3.71,2024-02-14,2023-01-09,Medium Value,3,3,3,9
CUST0108,6,9822.95,4.5,2024-06-15,2023-03-17,Medium Value,1,2,1,4
CUST0320,5,13351.0,4.0,2024-04-08,2023-05-04,Low Value,1,2,1,4
CUST0223,9,34139.9,3.67,2024-06-05,2023-03-16,Medium Value,4,4,4,12
CUST0049,5,7629.05,3.4,2024-04-20,2023-01-14,Low Value,1,2,1,4
CUST1158,8,16749.35,4.25,2024-02-26,2023-05-12,Medium Value,2,4,2,8
CUST1119,8,26495.7,3.75,2024-05-10,2023-01-15,Medium Value,4,4,4,12
CUST0382,6,26217.2,4.17,2024-04-18,2023-06-12,Medium Value,3,2,3,8
CUST0720,3,8952.0,4.33,2023-11-06,2023-04-27,Low Value,1,1,1,3
CUST0782,9,21478.1,3.67,2024-06-08,2023-06-05,Medium Value,3,4,3,10
CUST0868,7,13752.7,3.14,2024-05-02,2023-03-26,Medium Value,1,3,1,5
CUST0542,7,20587.35,3.86,2024-03-24,2023-03-15,Medium Value,3,3,3,9
CUST0691,7,12516.55,3.71,2024-06-21,2023-02-05,Medium Value,1,3,1,5
CUST0280,6,22340.75,4.67,2024-06-14,2023-02-28,Medium Value,3,2,3,8
CUST0809,8,26514.65,4.25,2024-04-28,2023-04-15,Medium Value,4,4,4,12
CUST0937,5,7574.15,4.6,2024-05-18,2023-02-17,Low Value,1,2,1,4
CUST0251,8,20546.1,4.63,2024-04-04,2023-06-02,Medium Value,3,4,3,10
CUST1133,4,10743.7,4.5,2024-01-20,2023-03-07,Low Value,1,1,1,3
CUST0910,5,7248.85,3.2,2024-04-18,2023-06-29,Low Value,1,2,1,4
CUST0749,11,28511.9,4.0,2024-06-02,2023-03-07,Medium Value,4,5,4,13
CUST0734,7,29380.6,4.0,2024-05-11,2023-04-19,Medium Value,4,3,4,11
CUST0892,7,17294.95,4.29,2024-03-01,2023-04-02,Medium Value,2,3,2,7
CUST0917,6,11365.2,3.83,2024-05-13,2023-08-31,Medium Value,1,2,1,4
CUST0293,7,25044.55,4.14,2024-01-20,2023-01-31,Medium Value,3,3,3,9
CUST0613,5,29774.85,4.4,2024-06-24,2023-01-23,Low Value,4,2,4,10
CUST0406,4,13565.55,3.25,2024-06-18,2023-04-29,Low Value,1,1,1,3
CUST1135,7,11916.25,4.14,2024-06-06,2023-01-27,Medium Value,1,3,1,5
CUST0719,8,16050.1,4.13,2024-04-27,2023-03-10,Medium Value,2,4,2,8
CUST0815,5,7148.8,3.6,2024-04-05,2023-03-10,Low Value,1,2,1,4
CUST0694,8,24056.4,3.88,2024-04-25,2023-02-17,Medium Value,3,4,3,10
CUST0810,7,16724.6,4.14,2024-05-23,2023-02-13,Medium Value,2,3,2,7
CUST0117,6,33562.35,3.5,2024-03-21,2023-01-15,Medium Value,4,2,4,10
CUST0112,6,24123.9,3.17,2024-06-03,2023-01-22,Medium Value,3,2,3,8
CUST0980,4,7641.9,4.25,2024-05-08,2023-04-13,Low Value,1,1,1,3
CUST0250,6,17907.4,4.33,2024-04-18,2023-05-08,Medium Value,2,2,2,6
CUST1161,4,13817.1,2.75,2023-12-21,2023-06-02,Low Value,1,1,1,3
CUST1006,6,12831.65,3.67,2024-01-27,2023-05-12,Medium Value,1,2,1,4
CUST0857,13,29459.55,3.92,2024-04-22,2023-02-10,Medium Value,4,5,4,13
CUST0305,6,20177.45,4.17,2023-10-30,2023-02-25,Medium Value,3,2,3,8
CUST0304,10,29367.4,3.5,2024-03-26,2023-01-23,Medium Value,4,5,4,13
CUST0873,7,14679.5,3.71,2024-05-27,2023-02-06,Medium Value,2,3,2,7
CUST0964,8,39344.65,3.63,2024-06-11,2023-02-17,Medium Value,5,4,5,14
CUST0595,2,2043.15,4.0,2024-01-19,2023-10-22,Low Value,1,1,1,3
CUST1137,7,28050.8,4.43,2024-06-20,2023-04-12,Medium Value,4,3,4,11
CUST0573,6,14577.3,3.17,2023-11-05,2023-02-26,Medium Value,2,2,2,6
CUST0316,7,24357.15,4.14,2024-06-18,2023-02-07,Medium Value,3,3,3,9
CUST0975,5,19172.75,3.8,2024-04-16,2024-01-24,Low Value,2,2,2,6
CUST0942,6,16271.0,3.67,2024-06-16,2023-01-10,Medium Value,2,2,2,6
CUST0963,4,17432.85,4.0,2024-02-26,2023-09-13,Low Value,2,1,2,5
CUST1020,6,14417.55,4.33,2024-05-19,2023-02-24,Medium Value,2,2,2,6
CUST1050,8,22832.4,4.0,2024-06-15,2023-07-23,Medium Value,3,4,3,10
CUST1051,6,17500.4,4.0,2024-04-28,2023-03-25,Medium Value,2,2,2,6
CUST0281,5,28007.7,4.4,2023-09-01,2023-02-19,Low Value,4,2,4,10
CUST0309,7,19924.6,3.71,2024-05-24,2023-05-19,Medium Value,3,3,3,9
CUST0458,10,31998.15,3.9,2024-06-14,2023-03-25,Medium Value,4,5,4,13
CUST0871,6,22979.85,3.5,2024-04-14,2023-03-12,Medium Value,3,2,3,8
CUST1197,6,17480.55,4.17,2023-10-30,2023-01-16,Medium Value,2,2,2,6
CUST0860,5,19643.4,2.6,2024-04-13,2023-02-28,Low Value,3,2,3,8
CUST0332,6,19178.7,3.5,2023-11-12,2023-01-16,Medium Value,2,2,2,6
CUST0186,13,37182.65,3.69,2024-06-10,2023-01-30,Medium Value,5,5,5,15
CUST0702,10,22368.3,3.8,2024-06-07,2023-01-06,Medium Value,3,5,3,11
CUST0825,7,23127.45,3.71,2024-05-06,2023-02-11,Medium Value,3,3,3,9
CUST1115,7,21673.8,4.0,2024-06-20,2023-03-20,Medium Value,3,3,3,9
CUST0072,5,16878.15,3.8,2024-06-16,2023-04-02,Low Value,2,2,2,6
CUST0492,8,12654.9,3.75,2024-03-18,2023-01-08,Medium Value,1,4,1,6
CUST1113,5,6357.55,3.0,2024-06-23,2023-10-03,Low Value,1,2,1,4
CUST0884,7,21725.45,3.29,2024-06-03,2023-01-24,Medium Value,3,3,3,9
CUST0067,7,19409.7,3.14,2024-05-04,2023-02-21,Medium Value,2,3,2,7
CUST0934,9,19283.9,4.44,2024-03-25,2023-06-08,Medium Value,2,4,2,8
CUST0765,5,16108.0,3.2,2024-06-09,2023-04-20,Low Value,2,2,2,6
CUST0949,6,16979.7,3.67,2024-04-25,2023-01-15,Medium Value,2,2,2,6
CUST1086,10,31199.0,3.5,2024-05-18,2023-02-02,Medium Value,4,5,4,13
CUST0183,9,37135.45,3.78,2024-05-04,2023-02-12,Medium Value,5,5,5,15
CUST1126,7,27956.6,3.43,2023-09-27,2023-02-07,Medium Value,4,3,4,11
CUST0178,9,26543.65,3.33,2024-06-11,2023-01-27,Medium Value,4,5,4,13
CUST0287,6,14032.8,3.83,2024-05-02,2023-02-23,Medium Value,2,2,2,6
CUST0416,9,30380.2,3.44,2024-06-02,2023-02-11,Medium Value,4,5,4,13
CUST0865,7,27922.3,3.71,2024-06-09,2023-04-09,Medium Value,4,3,4,11
CUST0696,7,18923.95,3.29,2024-04-26,2023-03-01,Medium Value,2,3,2,7
CUST0212,11,48147.6,4.0,2024-06-24,2023-04-28,Medium Value,5,5,5,15
CUST0170,3,12686.6,1.67,2024-02-20,2023-01-22,Low Value,1,1,1,3
CUST1100,5,9155.2,4.6,2023-06-12,2023-02-17,Low Value,1,2,1,4
CUST0225,5,14547.35,3.8,2024-06-04,2023-08-07,Low Value,2,2,2,6
CUST0410,10,30381.0,3.6,2024-02-13,2023-03-12,Medium Value,4,5,4,13
CUST0076,11,36714.9,4.09,2024-06-24,2023-01-09,Medium Value,4,5,4,13
CUST0707,4,14819.4,3.75,2024-04-27,2023-08-21,Low Value,2,1,2,5
CUST1174,6,31490.05,3.67,2024-02-25,2023-02-12,Medium Value,4,2,4,10
CUST0965,7,42084.2,3.29,2024-06-16,2023-09-14,Medium Value,5,3,5,13
CUST0582,8,19229.6,3.38,2024-06-22,2023-05-04,Medium Value,2,4,2,8
CUST0991,5,17717.2,4.4,2024-05-05,2023-08-12,Low Value,2,2,2,6
CUST0570,7,32032.75,3.43,2024-06-23,2023-04-07,Medium Value,4,3,4,11
CUST0264,5,35603.85,3.6,2024-06-13,2023-08-14,Low Value,4,2,4,10
CUST0141,4,17501.1,3.75,2024-03-18,2023-02-13,Low Value,2,1,2,5
CUST0739,6,8720.75,4.33,2024-05-09,2023-02-17,Medium Value,1,2,1,4
CUST0356,3,11348.1,3.33,2023-10-25,2023-05-20,Low Value,1,1,1,3
CUST0020,5,37169.5,4.0,2024-02-13,2023-06-04,Low Value,5,2,5,12
CUST0275,6,9117.4,3.17,2024-05-06,2023-05-04,Medium Value,1,2,1,4
CUST0900,6,10785.6,4.33,2024-05-20,2023-11-16,Medium Value,1,2,1,4
CUST0609,12,39660.95,4.08,2024-06-14,2023-02-18,Medium Value,5,5,5,15
CUST0802,9,20963.4,3.56,2024-06-11,2023-01-13,Medium Value,3,5,3,11
CUST0487,6,20729.4,3.67,2024-01-18,2023-01-26,Medium Value,3,2,3,8
CUST0768,5,14027.1,4.6,2024-04-02,2023-02-14,Low Value,2,2,2,6
CUST0894,9,18048.2,3.33,2024-05-08,2023-03-14,Medium Value,2,5,2,9
CUST1116,11,38576.25,3.55,2024-05-16,2023-04-25,Medium Value,5,5,5,15
CUST1195,8,23720.15,3.75,2024-03-06,2023-04-01,Medium Value,3,4,3,10
CUST0679,13,49441.9,3.85,2024-02-05,2023-03-08,Medium Value,5,5,5,15
CUST0813,7,18877.25,4.57,2024-06-09,2023-02-12,Medium Value,2,3,2,7
CUST1025,8,27848.45,4.0,2024-04-03,2023-01-08,Medium Value,4,4,4,12
CUST0384,5,8296.5,4.6,2024-01-21,2023-03-06,Low Value,1,2,1,4
CUST0916,1,1992.15,3.0,2024-01-27,2024-01-27,Low Value,1,1,1,3
CUST0435,9,53549.2,4.11,2024-05-03,2023-02-21,Medium Value,5,5,5,15
CUST0640,5,15817.1,4.4,2023-10-14,2023-01-24,Low Value,2,2,2,6
CUST0501,8,12600.75,4.0,2024-04-18,2023-03-03,Medium Value,1,4,1,6
CUST0580,9,32941.85,4.0,2024-02-17,2023-01-11,Medium Value,4,5,4,13
CUST0176,6,14019.15,4.5,2024-06-22,2023-07-01,Medium Value,2,2,2,6
CUST0945,11,48618.8,3.55,2024-04-09,2023-02-08,Medium Value,5,5,5,15
CUST0803,6,20227.0,3.83,2024-01-17,2023-09-26,Medium Value,3,2,3,8
CUST0308,12,56339.0,4.42,2024-05-16,2023-03-22,Medium Value,5,5,5,15
CUST1032,11,36217.45,3.73,2024-03-13,2023-02-06,Medium Value,4,5,4,13
CUST0291,3,9501.9,4.67,2024-01-20,2023-02-10,Low Value,1,1,1,3
CUST0263,9,39704.7,4.11,2024-04-12,2023-04-22,Medium Value,5,5,5,15
CUST0058,9,41166.45,3.56,2024-06-05,2023-04-16,Medium Value,5,5,5,15
CUST0882,5,9008.6,4.4,2024-04-26,2023-09-25,Low Value,1,2,1,4
CUST0725,4,7533.45,4.25,2024-03-19,2023-08-28,Low Value,1,1,1,3
CUST0958,8,17670.25,4.0,2024-06-12,2023-01-14,Medium Value,2,4,2,8
CUST0210,5,8544.35,2.8,2024-02-28,2023-04-09,Low Value,1,2,1,4
CUST0534,3,9790.0,4.67,2023-11-19,2023-04-18,Low Value,1,1,1,3
CUST0519,7,31475.05,4.29,2024-03-29,2023-02-16,Medium Value,4,3,4,11
CUST0168,10,25356.05,4.1,2024-05-30,2023-05-10,Medium Value,3,5,3,11
CUST0324,5,17336.7,3.8,2024-04-18,2023-04-22,Low Value,2,2,2,6
CUST1145,8,23753.0,3.75,2024-05-02,2023-01-21,Medium Value,3,4,3,10
CUST0219,4,12374.65,3.5,2024-05-15,2023-05-16,Low Value,1,1,1,3
CUST0554,14,44597.35,3.71,2024-03-04,2023-03-16,Medium Value,5,5,5,15
CUST1083,4,14673.05,2.5,2023-10-25,2023-03-02,Low Value,2,1,2,5
CUST0517,9,39643.1,3.33,2024-06-04,2023-02-21,Medium Value,5,5,5,15
CUST0328,5,16761.25,3.4,2024-02-26,2023-06-14,Low Value,2,2,2,6
CUST0203,9,41272.3,3.78,2024-06-07,2023-03-07,Medium Value,5,5,5,15
CUST0413,7,48926.05,3.57,2024-02-24,2023-02-06,Medium Value,5,3,5,13
CUST0130,5,13897.65,2.2,2024-06-17,2023-10-23,Low Value,1,2,1,4
CUST0693,6,14131.65,4.33,2024-06-17,2023-01-28,Medium Value,2,2,2,6
CUST0444,6,14399.55,3.83,2024-03-21,2023-04-13,Medium Value,2,2,2,6
CUST0123,10,26128.15,3.7,2024-06-01,2023-05-24,Medium Value,3,5,3,11
CUST0460,6,29401.05,4.0,2024-04-05,2023-06-04,Medium Value,4,2,4,10
CUST0284,11,40820.15,4.0,2024-05-08,2023-03-03,Medium Value,5,5,5,15
CUST0866,8,18340.85,4.38,2024-05-19,2023-04-22,Medium Value,2,4,2,8
CUST0588,6,25346.7,3.83,2024-03-31,2023-01-22,Medium Value,3,2,3,8
CUST1180,7,29171.55,3.57,2024-05-09,2023-02-11,Medium Value,4,3,4,11
CUST0598,11,36912.15,3.45,2024-06-06,2023-02-18,Medium Value,4,5,4,13
CUST0086,7,18601.75,3.57,2024-02-16,2023-02-20,Medium Value,2,3,2,7
CUST1058,10,24575.15,4.2,2024-06-12,2023-02-01,Medium Value,3,5,3,11
CUST0636,4,26127.5,3.0,2024-03-13,2023-05-07,Low Value,3,1,3,7
CUST0548,7,31759.0,3.86,2024-06-12,2023-03-29,Medium Value,4,3,4,11
CUST1166,3,13508.55,4.33,2023-10-30,2023-01-13,Low Value,1,1,1,3
CUST0346,8,30295.35,3.5,2024-05-31,2023-04-19,Medium Value,4,4,4,12
CUST0259,8,21833.7,3.5,2024-05-09,2023-02-03,Medium Value,3,4,3,10
CUST0296,8,23394.1,4.0,2024-04-30,2023-06-15,Medium Value,3,4,3,10
CUST0785,3,11433.4,4.67,2023-12-30,2023-01-23,Low Value,1,1,1,3
CUST0161,6,19521.8,3.33,2024-01-18,2023-04-11,Medium Value,2,2,2,6
CUST0646,8,24810.5,3.75,2023-08-30,2023-02-02,Medium Value,3,4,3,10
CUST1128,7,73396.5,4.14,2024-06-20,2023-01-10,Medium Value,5,3,5,13
CUST0600,14,60946.05,3.79,2024-03-31,2023-03-27,Medium Value,5,5,5,15
CUST1002,9,20284.8,4.22,2024-04-27,2023-01-06,Medium Value,3,5,3,11
CUST0093,8,28337.5,4.0,2024-05-22,2023-01-30,Medium Value,4,4,4,12
CUST0641,5,10784.9,4.0,2024-05-16,2023-01-18,Low Value,1,2,1,4
CUST0638,4,11932.8,2.75,2023-07-15,2023-03-31,Low Value,1,1,1,3
CUST0897,9,44406.75,3.78,2024-03-19,2023-08-14,Medium Value,5,5,5,15
CUST0372,9,33984.3,4.33,2024-06-08,2023-01-27,Medium Value,4,5,4,13
CUST0070,7,21473.3,3.86,2024-04-08,2023-08-23,Medium Value,3,3,3,9
CUST0922,7,20457.2,4.14,2024-02-26,2023-02-08,Medium Value,3,3,3,9
CUST0703,8,24819.3,4.5,2024-02-10,2023-01-27,Medium Value,3,4,3,10
CUST0989,7,57302.55,4.29,2024-06-12,2023-07-01,Medium Value,5,3,5,13
CUST0565,11,30074.0,3.73,2024-03-14,2023-02-19,Medium Value,4,5,4,13
CUST0911,8,17444.45,3.5,2024-03-15,2023-05-28,Medium Value,2,4,2,8
CUST0981,8,26330.95,3.75,2024-06-15,2023-01-20,Medium Value,4,4,4,12
CUST0348,5,36345.0,4.6,2024-02-13,2023-08-05,Low Value,4,2,4,10
CUST0462,4,15935.3,3.75,2024-06-15,2023-04-01,Low Value,2,1,2,5
CUST0615,6,20104.4,3.83,2024-06-10,2023-07-14,Medium Value,3,2,3,8
CUST0171,6,17456.85,4.17,2023-09-04,2023-03-10,Medium Value,2,2,2,6
CUST0323,6,11590.2,4.0,2023-11-27,2023-01-12,Medium Value,1,2,1,4
CUST0533,8,28952.85,4.13,2024-04-26,2023-04-24,Medium Value,4,4,4,12
CUST1035,5,14224.6,3.4,2024-04-25,2023-01-24,Low Value,2,2,2,6
CUST0488,6,19256.55,4.0,2024-03-18,2023-01-23,Medium Value,2,2,2,6
CUST0417,7,21822.6,3.71,2024-04-16,2023-04-15,Medium Value,3,3,3,9
CUST0786,9,27854.65,4.0,2024-05-25,2023-04-03,Medium Value,4,5,4,13
CUST1022,4,7671.8,3.25,2024-04-28,2023-05-31,Low Value,1,1,1,3
CUST0685,5,16331.05,3.6,2023-12-06,2023-01-07,Low Value,2,2,2,6
CUST0676,6,12044.65,4.33,2023-09-20,2023-03-12,Medium Value,1,2,1,4
CUST0664,3,6122.3,5.0,2024-04-14,2023-02-16,Low Value,1,1,1,3
CUST1026,6,17664.8,3.33,2023-12-08,2023-01-12,Medium Value,2,2,2,6
CUST0147,3,10124.5,4.33,2024-04-22,2023-01-16,Low Value,1,1,1,3
CUST0827,4,24276.5,4.5,2024-05-05,2023-02-01,Low Value,3,1,3,7
CUST0983,7,26762.65,3.86,2024-05-22,2023-04-06,Medium Value,4,3,4,11
CUST1061,3,10164.75,3.0,2024-05-09,2023-07-06,Low Value,1,1,1,3
CUST0935,6,10959.3,3.17,2024-05-13,2023-01-10,Medium Value,1,2,1,4
CUST0567,8,40145.95,4.13,2024-05-28,2023-04-24,Medium Value,5,4,5,14
CUST0562,4,45136.0,4.5,2024-06-17,2023-04-28,Low Value,5,1,5,11
CUST0041,10,33412.3,4.1,2024-04-10,2023-02-10,Medium Value,4,5,4,13
CUST1004,7,22501.7,4.43,2023-12-02,2023-02-12,Medium Value,3,3,3,9
CUST0065,10,30416.0,3.3,2024-06-11,2023-02-01,Medium Value,4,5,4,13
CUST0128,4,7716.2,4.5,2024-02-26,2023-02-11,Low Value,1,1,1,3
CUST0375,10,34018.2,4.2,2024-04-25,2023-02-06,Medium Value,4,5,4,13
CUST0169,4,14570.85,4.5,2024-06-24,2023-01-12,Low Value,2,1,2,5
CUST0516,7,36864.55,3.29,2024-04-17,2023-01-22,Medium Value,4,3,4,11
CUST0913,9,24323.5,3.89,2024-06-09,2023-02-17,Medium Value,3,5,3,11
CUST0947,9,18070.2,3.33,2024-06-24,2023-05-29,Medium Value,2,5,2,9
